,xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
1742,55,92,65,103,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1742.png
1743,134,105,151,120,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1743.png
1744,121,64,130,76,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1744.png
1745,56,62,66,74,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1745.png
1746,79,81,89,91,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1746.png
1747,34,87,43,97,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1747.png
1748,27,72,35,80,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1748.png
1749,86,54,94,62,with_mask,maksssksksss428,400,267,maksssksksss428.xml,maksssksksss428.png,maksssksksss428-1749.png
1750,28,57,50,80,with_mask,maksssksksss429,400,267,maksssksksss429.xml,maksssksksss429.png,maksssksksss429-1750.png
1751,102,112,124,133,with_mask,maksssksksss429,400,267,maksssksksss429.xml,maksssksksss429.png,maksssksksss429-1751.png
1752,163,118,184,142,with_mask,maksssksksss429,400,267,maksssksksss429.xml,maksssksksss429.png,maksssksksss429-1752.png
1753,251,212,267,236,with_mask,maksssksksss429,400,267,maksssksksss429.xml,maksssksksss429.png,maksssksksss429-1753.png
1754,116,46,172,108,with_mask,maksssksksss43,266,400,maksssksksss43.xml,maksssksksss43.png,maksssksksss43-1754.png
1755,7,121,31,147,with_mask,maksssksksss43,266,400,maksssksksss43.xml,maksssksksss43.png,maksssksksss43-1755.png
1756,112,87,176,144,with_mask,maksssksksss430,400,300,maksssksksss430.xml,maksssksksss430.png,maksssksksss430-1756.png
1757,220,73,294,133,with_mask,maksssksksss430,400,300,maksssksksss430.xml,maksssksksss430.png,maksssksksss430-1757.png
1758,20,71,76,129,mask_incorrectly_worn,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1758.png
1759,150,114,197,171,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1759.png
1760,201,149,230,192,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1760.png
1761,241,153,291,205,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1761.png
1762,309,140,345,185,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1762.png
1763,250,67,275,99,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1763.png
1764,276,60,302,87,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1764.png
1765,196,48,214,72,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1765.png
1766,214,35,234,57,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1766.png
1767,178,65,204,87,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1767.png
1768,232,11,248,26,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1768.png
1769,266,6,281,19,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1769.png
1770,207,8,222,22,with_mask,maksssksksss431,400,226,maksssksksss431.xml,maksssksksss431.png,maksssksksss431-1770.png
1771,181,75,247,148,with_mask,maksssksksss432,400,243,maksssksksss432.xml,maksssksksss432.png,maksssksksss432-1771.png
1772,132,191,222,323,with_mask,maksssksksss433,301,400,maksssksksss433.xml,maksssksksss433.png,maksssksksss433-1772.png
1773,138,155,325,339,with_mask,maksssksksss434,400,400,maksssksksss434.xml,maksssksksss434.png,maksssksksss434-1773.png
1774,94,48,115,71,with_mask,maksssksksss435,400,282,maksssksksss435.xml,maksssksksss435.png,maksssksksss435-1774.png
1775,85,164,106,182,with_mask,maksssksksss435,400,282,maksssksksss435.xml,maksssksksss435.png,maksssksksss435-1775.png
1776,164,51,193,86,with_mask,maksssksksss435,400,282,maksssksksss435.xml,maksssksksss435.png,maksssksksss435-1776.png
1777,229,25,267,72,with_mask,maksssksksss435,400,282,maksssksksss435.xml,maksssksksss435.png,maksssksksss435-1777.png
1778,263,57,291,87,with_mask,maksssksksss435,400,282,maksssksksss435.xml,maksssksksss435.png,maksssksksss435-1778.png
1779,79,174,126,226,with_mask,maksssksksss436,300,400,maksssksksss436.xml,maksssksksss436.png,maksssksksss436-1779.png
1780,206,120,259,178,with_mask,maksssksksss436,300,400,maksssksksss436.xml,maksssksksss436.png,maksssksksss436-1780.png
1781,82,43,113,89,with_mask,maksssksksss437,400,267,maksssksksss437.xml,maksssksksss437.png,maksssksksss437-1781.png
1782,131,111,147,131,with_mask,maksssksksss437,400,267,maksssksksss437.xml,maksssksksss437.png,maksssksksss437-1782.png
1783,145,114,155,131,with_mask,maksssksksss437,400,267,maksssksksss437.xml,maksssksksss437.png,maksssksksss437-1783.png
1784,205,109,232,139,with_mask,maksssksksss437,400,267,maksssksksss437.xml,maksssksksss437.png,maksssksksss437-1784.png
1785,276,102,302,131,with_mask,maksssksksss437,400,267,maksssksksss437.xml,maksssksksss437.png,maksssksksss437-1785.png
1786,78,22,92,36,with_mask,maksssksksss438,400,225,maksssksksss438.xml,maksssksksss438.png,maksssksksss438-1786.png
1787,152,13,166,28,with_mask,maksssksksss438,400,225,maksssksksss438.xml,maksssksksss438.png,maksssksksss438-1787.png
1788,233,32,246,46,with_mask,maksssksksss438,400,225,maksssksksss438.xml,maksssksksss438.png,maksssksksss438-1788.png
1789,293,28,304,46,with_mask,maksssksksss438,400,225,maksssksksss438.xml,maksssksksss438.png,maksssksksss438-1789.png
1790,192,120,224,155,with_mask,maksssksksss439,400,267,maksssksksss439.xml,maksssksksss439.png,maksssksksss439-1790.png
1791,287,110,319,157,with_mask,maksssksksss439,400,267,maksssksksss439.xml,maksssksksss439.png,maksssksksss439-1791.png
1792,134,126,151,146,with_mask,maksssksksss439,400,267,maksssksksss439.xml,maksssksksss439.png,maksssksksss439-1792.png
1793,171,132,187,148,with_mask,maksssksksss439,400,267,maksssksksss439.xml,maksssksksss439.png,maksssksksss439-1793.png
1794,43,139,80,182,with_mask,maksssksksss44,400,226,maksssksksss44.xml,maksssksksss44.png,maksssksksss44-1794.png
1795,140,93,188,148,with_mask,maksssksksss44,400,226,maksssksksss44.xml,maksssksksss44.png,maksssksksss44-1795.png
1796,261,47,321,120,with_mask,maksssksksss44,400,226,maksssksksss44.xml,maksssksksss44.png,maksssksksss44-1796.png
1797,332,12,394,90,without_mask,maksssksksss44,400,226,maksssksksss44.xml,maksssksksss44.png,maksssksksss44-1797.png
1798,81,25,102,47,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1798.png
1799,101,30,114,50,mask_incorrectly_worn,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1799.png
1800,122,48,134,62,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1800.png
1801,158,46,172,61,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1801.png
1802,184,49,216,77,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1802.png
1803,240,40,253,60,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1803.png
1804,303,29,323,52,with_mask,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1804.png
1805,353,30,371,51,mask_incorrectly_worn,maksssksksss440,400,225,maksssksksss440.xml,maksssksksss440.png,maksssksksss440-1805.png
1806,17,156,67,206,with_mask,maksssksksss441,400,266,maksssksksss441.xml,maksssksksss441.png,maksssksksss441-1806.png
1807,102,120,159,183,with_mask,maksssksksss441,400,266,maksssksksss441.xml,maksssksksss441.png,maksssksksss441-1807.png
1808,206,117,267,185,with_mask,maksssksksss441,400,266,maksssksksss441.xml,maksssksksss441.png,maksssksksss441-1808.png
1809,89,169,215,309,without_mask,maksssksksss442,301,400,maksssksksss442.xml,maksssksksss442.png,maksssksksss442-1809.png
1810,89,155,187,264,without_mask,maksssksksss443,301,400,maksssksksss443.xml,maksssksksss443.png,maksssksksss443-1810.png
1811,109,156,124,180,without_mask,maksssksksss444,400,259,maksssksksss444.xml,maksssksksss444.png,maksssksksss444-1811.png
1812,242,146,282,184,with_mask,maksssksksss444,400,259,maksssksksss444.xml,maksssksksss444.png,maksssksksss444-1812.png
1813,301,132,332,164,with_mask,maksssksksss444,400,259,maksssksksss444.xml,maksssksksss444.png,maksssksksss444-1813.png
1814,346,159,383,196,with_mask,maksssksksss444,400,259,maksssksksss444.xml,maksssksksss444.png,maksssksksss444-1814.png
1815,17,104,55,137,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1815.png
1816,52,78,86,111,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1816.png
1817,72,56,101,93,mask_incorrectly_worn,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1817.png
1818,142,73,177,108,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1818.png
1819,180,56,210,90,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1819.png
1820,240,68,264,96,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1820.png
1821,267,62,298,97,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1821.png
1822,332,34,350,61,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1822.png
1823,377,39,396,62,with_mask,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1823.png
1824,199,237,230,266,mask_incorrectly_worn,maksssksksss445,400,267,maksssksksss445.xml,maksssksksss445.png,maksssksksss445-1824.png
1825,78,49,395,386,with_mask,maksssksksss446,500,500,maksssksksss446.xml,maksssksksss446.png,maksssksksss446-1825.png
1826,108,60,127,79,with_mask,maksssksksss447,400,267,maksssksksss447.xml,maksssksksss447.png,maksssksksss447-1826.png
1827,201,84,217,102,with_mask,maksssksksss447,400,267,maksssksksss447.xml,maksssksksss447.png,maksssksksss447-1827.png
1828,313,74,331,97,with_mask,maksssksksss447,400,267,maksssksksss447.xml,maksssksksss447.png,maksssksksss447-1828.png
1829,282,39,321,84,with_mask,maksssksksss448,400,216,maksssksksss448.xml,maksssksksss448.png,maksssksksss448-1829.png
1830,230,34,264,69,with_mask,maksssksksss448,400,216,maksssksksss448.xml,maksssksksss448.png,maksssksksss448-1830.png
1831,194,60,232,101,with_mask,maksssksksss448,400,216,maksssksksss448.xml,maksssksksss448.png,maksssksksss448-1831.png
1832,99,50,150,99,with_mask,maksssksksss448,400,216,maksssksksss448.xml,maksssksksss448.png,maksssksksss448-1832.png
1833,94,60,118,83,with_mask,maksssksksss449,400,381,maksssksksss449.xml,maksssksksss449.png,maksssksksss449-1833.png
1834,124,72,147,93,with_mask,maksssksksss449,400,381,maksssksksss449.xml,maksssksksss449.png,maksssksksss449-1834.png
1835,157,44,186,78,with_mask,maksssksksss449,400,381,maksssksksss449.xml,maksssksksss449.png,maksssksksss449-1835.png
1836,265,242,295,276,with_mask,maksssksksss449,400,381,maksssksksss449.xml,maksssksksss449.png,maksssksksss449-1836.png
1837,63,34,95,63,without_mask,maksssksksss45,400,226,maksssksksss45.xml,maksssksksss45.png,maksssksksss45-1837.png
1838,222,40,272,84,with_mask,maksssksksss45,400,226,maksssksksss45.xml,maksssksksss45.png,maksssksksss45-1838.png
1839,250,159,279,203,without_mask,maksssksksss45,400,226,maksssksksss45.xml,maksssksksss45.png,maksssksksss45-1839.png
1840,65,100,101,137,with_mask,maksssksksss450,400,283,maksssksksss450.xml,maksssksksss450.png,maksssksksss450-1840.png
1841,175,110,207,148,with_mask,maksssksksss450,400,283,maksssksksss450.xml,maksssksksss450.png,maksssksksss450-1841.png
1842,208,67,240,102,with_mask,maksssksksss450,400,283,maksssksksss450.xml,maksssksksss450.png,maksssksksss450-1842.png
1843,327,95,360,130,with_mask,maksssksksss450,400,283,maksssksksss450.xml,maksssksksss450.png,maksssksksss450-1843.png
1844,11,1,33,13,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1844.png
1845,120,7,141,28,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1845.png
1846,93,36,114,59,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1846.png
1847,161,9,179,28,without_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1847.png
1848,126,37,152,67,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1848.png
1849,2,149,50,233,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1849.png
1850,230,48,244,67,without_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1850.png
1851,210,61,233,84,without_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1851.png
1852,184,99,213,131,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1852.png
1853,265,25,287,52,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1853.png
1854,323,43,341,66,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1854.png
1855,298,117,327,145,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1855.png
1856,363,86,386,108,with_mask,maksssksksss451,400,273,maksssksksss451.xml,maksssksksss451.png,maksssksksss451-1856.png
1857,39,53,73,93,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1857.png
1858,129,66,156,96,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1858.png
1859,272,79,302,111,with_mask,maksssksksss452,400,289,maksssksksss452.xml,maksssksksss452.png,maksssksksss452-1859.png
1860,2,56,16,74,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1860.png
1861,18,46,37,67,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1861.png
1862,46,46,59,62,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1862.png
1863,50,60,59,82,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1863.png
1864,19,109,32,127,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1864.png
1865,26,140,49,169,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1865.png
1866,47,172,71,203,mask_incorrectly_worn,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1866.png
1867,97,273,131,300,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1867.png
1868,108,7,120,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1868.png
1869,111,39,127,60,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1869.png
1870,133,51,146,73,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1870.png
1871,147,55,159,77,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1871.png
1872,97,104,114,124,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1872.png
1873,124,148,143,175,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1873.png
1874,158,147,175,173,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1874.png
1875,193,54,206,71,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1875.png
1876,208,54,219,72,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1876.png
1877,229,64,241,93,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1877.png
1878,261,26,279,53,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1878.png
1879,296,39,310,58,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1879.png
1880,344,34,365,61,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1880.png
1881,339,77,359,111,with_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1881.png
1882,108,10,122,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1882.png
1883,143,97,255,211,with_mask,maksssksksss454,400,278,maksssksksss454.xml,maksssksksss454.png,maksssksksss454-1883.png
1884,115,222,225,373,without_mask,maksssksksss455,301,400,maksssksksss455.xml,maksssksksss455.png,maksssksksss455-1884.png
1885,171,70,232,141,with_mask,maksssksksss456,400,300,maksssksksss456.xml,maksssksksss456.png,maksssksksss456-1885.png
1886,270,98,313,142,with_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1886.png
1887,189,60,228,100,with_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1887.png
1888,122,73,150,100,with_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1888.png
1889,6,68,41,109,without_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1889.png
1890,334,92,351,110,with_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1890.png
1891,389,56,401,83,with_mask,maksssksksss457,400,300,maksssksksss457.xml,maksssksksss457.png,maksssksksss457-1891.png
1892,22,110,47,136,without_mask,maksssksksss458,400,267,maksssksksss458.xml,maksssksksss458.png,maksssksksss458-1892.png
1893,105,86,149,143,with_mask,maksssksksss458,400,267,maksssksksss458.xml,maksssksksss458.png,maksssksksss458-1893.png
1894,146,118,182,159,with_mask,maksssksksss458,400,267,maksssksksss458.xml,maksssksksss458.png,maksssksksss458-1894.png
1895,60,67,115,117,with_mask,maksssksksss459,298,400,maksssksksss459.xml,maksssksksss459.png,maksssksksss459-1895.png
1896,185,77,239,134,mask_incorrectly_worn,maksssksksss459,298,400,maksssksksss459.xml,maksssksksss459.png,maksssksksss459-1896.png
1897,17,37,41,59,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1897.png
1898,68,21,87,38,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1898.png
1899,114,32,132,48,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1899.png
1900,147,31,170,53,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1900.png
1901,207,20,223,37,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1901.png
1902,238,27,251,43,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1902.png
1903,267,27,282,40,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1903.png
1904,287,22,302,39,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1904.png
1905,326,30,348,51,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1905.png
1906,357,27,375,45,with_mask,maksssksksss46,400,226,maksssksksss46.xml,maksssksksss46.png,maksssksksss46-1906.png
1907,7,52,24,72,without_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1907.png
1908,26,58,53,94,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1908.png
1909,58,69,70,80,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1909.png
1910,111,50,133,76,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1910.png
1911,134,63,148,82,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1911.png
1912,206,69,221,88,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1912.png
1913,226,56,241,76,without_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1913.png
1914,243,75,260,95,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1914.png
1915,307,80,328,104,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1915.png
1916,155,91,166,101,without_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1916.png
1917,375,58,383,66,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1917.png
1918,278,58,288,70,with_mask,maksssksksss460,400,267,maksssksksss460.xml,maksssksksss460.png,maksssksksss460-1918.png
1919,218,185,263,229,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1919.png
1920,300,124,347,176,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1920.png
1921,368,135,395,196,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1921.png
1922,369,47,395,81,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1922.png
1923,244,117,281,159,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1923.png
1924,141,80,186,128,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1924.png
1925,92,72,125,109,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1925.png
1926,57,106,91,140,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1926.png
1927,21,95,45,121,with_mask,maksssksksss461,400,268,maksssksksss461.xml,maksssksksss461.png,maksssksksss461-1927.png
1928,119,38,148,73,with_mask,maksssksksss462,268,400,maksssksksss462.xml,maksssksksss462.png,maksssksksss462-1928.png
1929,136,101,258,226,with_mask,maksssksksss463,365,400,maksssksksss463.xml,maksssksksss463.png,maksssksksss463-1929.png
1930,57,67,107,122,with_mask,maksssksksss464,400,300,maksssksksss464.xml,maksssksksss464.png,maksssksksss464-1930.png
1931,188,111,218,146,with_mask,maksssksksss464,400,300,maksssksksss464.xml,maksssksksss464.png,maksssksksss464-1931.png
1932,233,83,262,117,with_mask,maksssksksss464,400,300,maksssksksss464.xml,maksssksksss464.png,maksssksksss464-1932.png
1933,268,187,290,216,with_mask,maksssksksss464,400,300,maksssksksss464.xml,maksssksksss464.png,maksssksksss464-1933.png
1934,231,42,297,128,with_mask,maksssksksss465,400,300,maksssksksss465.xml,maksssksksss465.png,maksssksksss465-1934.png
1935,11,89,53,149,with_mask,maksssksksss466,400,267,maksssksksss466.xml,maksssksksss466.png,maksssksksss466-1935.png
1936,71,60,122,111,with_mask,maksssksksss466,400,267,maksssksksss466.xml,maksssksksss466.png,maksssksksss466-1936.png
1937,142,117,197,167,with_mask,maksssksksss466,400,267,maksssksksss466.xml,maksssksksss466.png,maksssksksss466-1937.png
1938,265,53,310,104,with_mask,maksssksksss466,400,267,maksssksksss466.xml,maksssksksss466.png,maksssksksss466-1938.png
1939,56,89,98,127,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1939.png
1940,181,62,215,95,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1940.png
1941,291,61,318,91,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1941.png
1942,318,91,348,120,with_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1942.png
1943,261,73,278,96,mask_incorrectly_worn,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1943.png
1944,152,76,171,98,without_mask,maksssksksss467,400,290,maksssksksss467.xml,maksssksksss467.png,maksssksksss467-1944.png
1945,100,144,215,273,with_mask,maksssksksss468,301,400,maksssksksss468.xml,maksssksksss468.png,maksssksksss468-1945.png
1946,166,100,243,175,with_mask,maksssksksss469,400,298,maksssksksss469.xml,maksssksksss469.png,maksssksksss469-1946.png
1947,254,125,315,172,with_mask,maksssksksss469,400,298,maksssksksss469.xml,maksssksksss469.png,maksssksksss469-1947.png
1948,152,64,285,207,with_mask,maksssksksss47,400,268,maksssksksss47.xml,maksssksksss47.png,maksssksksss47-1948.png
1949,52,28,100,75,with_mask,maksssksksss470,400,200,maksssksksss470.xml,maksssksksss470.png,maksssksksss470-1949.png
1950,95,63,123,91,with_mask,maksssksksss470,400,200,maksssksksss470.xml,maksssksksss470.png,maksssksksss470-1950.png
1951,151,58,188,101,with_mask,maksssksksss470,400,200,maksssksksss470.xml,maksssksksss470.png,maksssksksss470-1951.png
1952,276,40,304,88,with_mask,maksssksksss470,400,200,maksssksksss470.xml,maksssksksss470.png,maksssksksss470-1952.png
1953,344,56,377,90,with_mask,maksssksksss470,400,200,maksssksksss470.xml,maksssksksss470.png,maksssksksss470-1953.png
1954,65,71,100,113,with_mask,maksssksksss471,400,300,maksssksksss471.xml,maksssksksss471.png,maksssksksss471-1954.png
1955,134,61,153,88,without_mask,maksssksksss471,400,300,maksssksksss471.xml,maksssksksss471.png,maksssksksss471-1955.png
1956,168,35,194,68,without_mask,maksssksksss471,400,300,maksssksksss471.xml,maksssksksss471.png,maksssksksss471-1956.png
1957,363,52,386,75,with_mask,maksssksksss471,400,300,maksssksksss471.xml,maksssksksss471.png,maksssksksss471-1957.png
1958,336,78,357,95,with_mask,maksssksksss471,400,300,maksssksksss471.xml,maksssksksss471.png,maksssksksss471-1958.png
1959,220,68,256,117,with_mask,maksssksksss472,400,300,maksssksksss472.xml,maksssksksss472.png,maksssksksss472-1959.png
1960,53,79,91,123,without_mask,maksssksksss473,400,203,maksssksksss473.xml,maksssksksss473.png,maksssksksss473-1960.png
1961,110,49,144,83,with_mask,maksssksksss473,400,203,maksssksksss473.xml,maksssksksss473.png,maksssksksss473-1961.png
1962,244,28,276,67,with_mask,maksssksksss473,400,203,maksssksksss473.xml,maksssksksss473.png,maksssksksss473-1962.png
1963,300,75,332,112,with_mask,maksssksksss473,400,203,maksssksksss473.xml,maksssksksss473.png,maksssksksss473-1963.png
1964,1,163,32,198,with_mask,maksssksksss474,400,267,maksssksksss474.xml,maksssksksss474.png,maksssksksss474-1964.png
1965,49,159,76,183,with_mask,maksssksksss474,400,267,maksssksksss474.xml,maksssksksss474.png,maksssksksss474-1965.png
